,F1,aps,context,expID,method,samples,system,thres,wo_length
288,0.6881720430107526,0.44446738968779526,supervised,48,cosine,99,drivetrain,0.5278917737288982,2
289,0.631578947368421,,unsupervised,48,cosine,99,drivetrain,0.09722222222222221,2
290,0.8888888888888888,,pathfinder,48,cosine,99,drivetrain,,2
291,0.25641025641025644,0.19803108978486372,supervised,48,invite,99,drivetrain,0.08787924509197582,2
292,0.0,,unsupervised,48,invite,99,drivetrain,0.6083333333333334,2
293,0.2222222222222222,,pathfinder,48,invite,99,drivetrain,,2
294,0.0965481443031404,0.04687068775268083,supervised,49,cosine,99,aircraft,0.5000000000000001,2
295,0.09261515963928832,,unsupervised,49,cosine,99,aircraft,0.11786039367391056,2
296,0.17987152034261242,,pathfinder,49,cosine,99,aircraft,,2
297,0.04919446840479702,0.024728521179956883,supervised,49,invite,99,aircraft,0.0009095470311451339,2
298,0.0,,unsupervised,49,invite,99,aircraft,0.5570955171236773,2
299,0.008021390374331552,,pathfinder,49,invite,99,aircraft,,2
300,0.8,0.48255217005217005,supervised,50,cosine,99,bicycle,0.4370065551474912,2
301,0.7407407407407407,,unsupervised,50,cosine,99,bicycle,0.18181818181818185,2
302,0.8888888888888888,,pathfinder,50,cosine,99,bicycle,,2
303,0.37037037037037035,0.22713540879964456,supervised,50,invite,99,bicycle,0.05528564253409021,2
304,0.0,,unsupervised,50,invite,99,bicycle,0.30303030303030304,2
305,0.3333333333333333,,pathfinder,50,invite,99,bicycle,,2
306,0.6846846846846846,0.4277234242447898,supervised,51,cosine,99,drivetrain,0.7226357911690424,3
307,0.4097560975609756,,unsupervised,51,cosine,99,drivetrain,0.14166666666666666,3
308,0.7222222222222222,,pathfinder,51,cosine,99,drivetrain,,3
309,0.8674698795180722,0.9230129810844467,supervised,51,invite,99,drivetrain,0.04411956376459836,3
310,0.8505747126436781,,unsupervised,51,invite,99,drivetrain,0.02777777777777778,3
311,0.8888888888888888,,pathfinder,51,invite,99,drivetrain,,3
312,0.17394495412844035,0.0667956517104564,supervised,52,cosine,99,aircraft,0.09128709291752767,3
313,0.17353262850893178,,unsupervised,52,cosine,99,aircraft,0.018147684605757195,3
314,0.1731123388581952,,pathfinder,52,cosine,99,aircraft,,3
315,0.0968783638320775,0.08014489131972216,supervised,52,invite,99,aircraft,0.00935387442348096,3
316,0.09651474530831099,,unsupervised,52,invite,99,aircraft,0.00819916941631585,3
317,0.12566844919786097,,pathfinder,52,invite,99,aircraft,,3
318,0.6923076923076923,0.4200409312909313,supervised,53,cosine,99,bicycle,0.7039304474545867,3
319,0.5405405405405406,,unsupervised,53,cosine,99,bicycle,0.2828282828282828,3
320,0.8888888888888888,,pathfinder,53,cosine,99,bicycle,,3
321,1.0,1.0000000000000002,supervised,53,invite,99,bicycle,0.0881426018390661,3
322,1.0,,unsupervised,53,invite,99,bicycle,0.020202020202020204,3
323,0.8888888888888888,,pathfinder,53,invite,99,bicycle,,3
324,0.6504065040650406,0.38006019400967,supervised,54,cosine,99,drivetrain,0.8052973184755897,4
325,0.3320158102766798,,unsupervised,54,cosine,99,drivetrain,0.10833333333333332,4
326,0.6666666666666666,,pathfinder,54,cosine,99,drivetrain,,4
327,1.0,1.0,supervised,54,invite,99,drivetrain,0.07286945994572054,4
328,0.988235294117647,,unsupervised,54,invite,99,drivetrain,0.01111111111111111,4
329,1.0,,pathfinder,54,invite,99,drivetrain,,4
330,0.2854872881355932,0.1142663668302962,supervised,55,cosine,99,aircraft,0.039528470752104736,4
331,0.28398314014752374,,unsupervised,55,cosine,99,aircraft,0.014769882808055523,4
332,0.11544991511035654,,pathfinder,55,cosine,99,aircraft,,4
333,0.17411284146030126,0.12486490439972019,supervised,55,invite,99,aircraft,0.009939212737291772,4
334,0.1734045258072718,,unsupervised,55,invite,99,aircraft,0.009735180339060187,4
335,0.17379679144385027,,pathfinder,55,invite,99,aircraft,,4
336,0.6666666666666666,0.418968652120826,supervised,56,cosine,99,bicycle,0.8665191278622596,4
337,0.5000000000000001,,unsupervised,56,cosine,99,bicycle,0.7878787878787878,4
338,1.0,,pathfinder,56,cosine,99,bicycle,,4
339,1.0,1.0000000000000002,supervised,56,invite,99,bicycle,0.17803756293157644,4
340,1.0,,unsupervised,56,invite,99,bicycle,0.020202020202020204,4
341,0.8888888888888888,,pathfinder,56,invite,99,bicycle,,4
342,0.583941605839416,0.34529258426326487,supervised,57,cosine,99,drivetrain,0.8421761421357206,5
343,0.2947368421052632,,unsupervised,57,cosine,99,drivetrain,0.06388888888888888,5
344,0.7222222222222222,,pathfinder,57,cosine,99,drivetrain,,5
345,1.0,1.0,supervised,57,invite,99,drivetrain,0.07425396458514016,5
346,0.9545454545454545,,unsupervised,57,invite,99,drivetrain,0.01111111111111111,5
347,0.9444444444444444,,pathfinder,57,invite,99,drivetrain,,5
348,0.3554922121551461,0.1669781969370276,supervised,58,cosine,99,aircraft,0.0545544725589981,5
349,0.3517876597009012,,unsupervised,58,cosine,99,aircraft,0.01446410285584253,5
350,0.10932475884244373,,pathfinder,58,cosine,99,aircraft,,5
351,0.23454987834549876,0.15185913933144565,supervised,58,invite,99,aircraft,0.01281530532514172,5
352,0.2341510808841389,,unsupervised,58,invite,99,aircraft,0.012615200819205825,5
353,0.1925133689839572,,pathfinder,58,invite,99,aircraft,,5
354,0.6896551724137931,0.4293012981170876,supervised,59,cosine,99,bicycle,0.9083485346815035,5
355,0.5128205128205129,,unsupervised,59,cosine,99,bicycle,0.7676767676767677,5
356,0.8888888888888888,,pathfinder,59,cosine,99,bicycle,,5
357,1.0,1.0000000000000002,supervised,59,invite,99,bicycle,0.2888857279212355,5
358,0.975609756097561,,unsupervised,59,invite,99,bicycle,0.0202020202020202,5
359,0.8888888888888888,,pathfinder,59,invite,99,bicycle,,5
360,0.6719999999999999,0.43966675984607595,supervised,60,cosine,174,drivetrain,0.1993756343735324,2
361,0.6511627906976745,,unsupervised,60,cosine,174,drivetrain,0.12222222222222222,2
362,0.8333333333333334,,pathfinder,60,cosine,174,drivetrain,,2
363,0.29032258064516125,0.18900613783436937,supervised,60,invite,174,drivetrain,0.08885041171098419,2
364,0.0,,unsupervised,60,invite,174,drivetrain,0.7111111111111111,2
365,0.2222222222222222,,pathfinder,60,invite,174,drivetrain,,2
366,0.14498510427010922,0.059269145805865064,supervised,61,cosine,174,aircraft,0.5000000000000001,2
367,0.1323777403035413,,unsupervised,61,cosine,174,aircraft,0.023722835362384797,2
368,0.2857142857142857,,pathfinder,61,cosine,174,aircraft,,2
369,0.04921622780942634,0.025183656026884403,supervised,61,invite,174,aircraft,0.00134582381741947,2
370,0.0,,unsupervised,61,invite,174,aircraft,0.5633248947548072,2
371,0.00267379679144385,,pathfinder,61,invite,174,aircraft,,2
372,0.8,0.48255217005217005,supervised,62,cosine,174,bicycle,0.40145118990190787,2
373,0.7407407407407407,,unsupervised,62,cosine,174,bicycle,0.18181818181818182,2
374,0.8888888888888888,,pathfinder,62,cosine,174,bicycle,,2
375,0.37735849056603776,0.29884188088514363,supervised,62,invite,174,bicycle,0.06819440721633829,2
376,0.0,,unsupervised,62,invite,174,bicycle,0.31313131313131315,2
377,0.1111111111111111,,pathfinder,62,invite,174,bicycle,,2
378,0.6956521739130435,0.43431018259405835,supervised,63,cosine,174,drivetrain,0.6806327603150353,3
379,0.4221105527638191,,unsupervised,63,cosine,174,drivetrain,0.125,3
380,0.8333333333333334,,pathfinder,63,cosine,174,drivetrain,,3
381,1.0,1.0,supervised,63,invite,174,drivetrain,0.041331201265006015,3
382,1.0,,unsupervised,63,invite,174,drivetrain,0.005555555555555556,3
383,0.8333333333333334,,pathfinder,63,invite,174,drivetrain,,3
384,0.29112326461926796,0.11540102140973477,supervised,64,cosine,174,aircraft,0.01887128390240993,3
385,0.2909600560616678,,unsupervised,64,cosine,174,aircraft,0.006990271930822619,3
386,0.21656050955414013,,pathfinder,64,cosine,174,aircraft,,3
387,0.1571688784803539,0.11557619519182374,supervised,64,invite,174,aircraft,0.00962853947822565,3
388,0.1563551643800155,,unsupervised,64,invite,174,aircraft,0.009280065991580384,3
389,0.20855614973262032,,pathfinder,64,invite,174,aircraft,,3
390,0.7407407407407407,0.44104394788218315,supervised,65,cosine,174,bicycle,0.6664685373330886,3
391,0.5,,unsupervised,65,cosine,174,bicycle,0.21212121212121213,3
392,0.8888888888888888,,pathfinder,65,cosine,174,bicycle,,3
393,1.0,1.0000000000000002,supervised,65,invite,174,bicycle,0.28041001954860983,3
394,1.0,,unsupervised,65,invite,174,bicycle,0.020202020202020204,3
395,0.8888888888888888,,pathfinder,65,invite,174,bicycle,,3
396,0.631578947368421,0.3980280105877648,supervised,66,cosine,174,drivetrain,0.9127145243306047,4
397,0.36681222707423583,,unsupervised,66,cosine,174,drivetrain,0.14166666666666666,4
398,0.8333333333333334,,pathfinder,66,cosine,174,drivetrain,,4
399,1.0,1.0,supervised,66,invite,174,drivetrain,0.00936969060823869,4
400,0.9879518072289156,,unsupervised,66,invite,174,drivetrain,0.011111111111111112,4
401,0.8333333333333334,,pathfinder,66,invite,174,drivetrain,,4
402,0.36616950969009565,0.1940166819297035,supervised,67,cosine,174,aircraft,0.024397501823713332,4
403,0.36382997604046496,,unsupervised,67,cosine,174,aircraft,0.006193821822732961,4
404,0.16913946587537093,,pathfinder,67,cosine,174,aircraft,,4
405,0.23829369943613632,0.16297420382967823,supervised,67,invite,174,aircraft,0.013300109537294652,4
406,0.2347597418120966,,unsupervised,67,invite,174,aircraft,0.01175475025600182,4
407,0.2540106951871658,,pathfinder,67,invite,174,aircraft,,4
408,0.64,0.40356239171456565,supervised,68,cosine,174,bicycle,0.8829376451446721,4
409,0.5333333333333333,,unsupervised,68,cosine,174,bicycle,0.7878787878787878,4
410,1.0,,pathfinder,68,cosine,174,bicycle,,4
411,1.0,1.0000000000000002,supervised,68,invite,174,bicycle,0.15958135319642328,4
412,1.0,,unsupervised,68,invite,174,bicycle,0.0303030303030303,4
413,1.0,,pathfinder,68,invite,174,bicycle,,4
414,0.5673758865248226,0.3321599960505158,supervised,69,cosine,174,drivetrain,0.8467517792235126,5
415,0.3054545454545454,,unsupervised,69,cosine,174,drivetrain,0.13055555555555556,5
416,0.5555555555555556,,pathfinder,69,cosine,174,drivetrain,,5
417,1.0,1.0,supervised,69,invite,174,drivetrain,0.06672538585597225,5
418,0.9655172413793104,,unsupervised,69,invite,174,drivetrain,0.011111111111111112,5
419,0.9444444444444444,,pathfinder,69,invite,174,drivetrain,,5
420,0.33458703174364374,0.1903867444493909,supervised,70,cosine,174,aircraft,0.40109031437471154,5
421,0.3089462449058801,,unsupervised,70,cosine,174,aircraft,0.0022471270906815337,5
422,0.16569767441860464,,pathfinder,70,cosine,174,aircraft,,5
423,0.28074300493769105,0.19223988667954459,supervised,70,invite,174,aircraft,0.019226330143066243,5
424,0.26887821911828896,,unsupervised,70,invite,174,aircraft,0.015395665035840254,5
425,0.2647058823529412,,pathfinder,70,invite,174,aircraft,,5
426,0.7142857142857143,0.4590097402597403,supervised,71,cosine,174,bicycle,0.9020327957711143,5
427,0.5263157894736842,,unsupervised,71,cosine,174,bicycle,0.818181818181818,5
428,0.8888888888888888,,pathfinder,71,cosine,174,bicycle,,5
429,1.0,1.0000000000000002,supervised,71,invite,174,bicycle,0.19324394500777858,5
430,1.0,,unsupervised,71,invite,174,bicycle,0.020202020202020204,5
431,0.8888888888888888,,pathfinder,71,invite,174,bicycle,,5
432,0.6881720430107526,0.4461934206478382,supervised,72,cosine,305,drivetrain,0.5166255091974735,2
433,0.6511627906976745,,unsupervised,72,cosine,305,drivetrain,0.12222222222222222,2
434,0.8888888888888888,,pathfinder,72,cosine,305,drivetrain,,2
435,0.22163588390501318,0.11408222846862245,supervised,72,invite,305,drivetrain,0.02462605796596985,2
436,0.0,,unsupervised,72,invite,305,drivetrain,0.5833333333333333,2
437,0.05555555555555555,,pathfinder,72,invite,305,drivetrain,,2
438,0.2027823626503183,0.07840845539012106,supervised,73,cosine,305,aircraft,0.5000000000000001,2
439,0.17200616755182455,,unsupervised,73,cosine,305,aircraft,0.007857833655705996,2
440,0.3465346534653465,,pathfinder,73,cosine,305,aircraft,,2
441,0.04920479910714286,0.024803186964162616,supervised,73,invite,305,aircraft,0.0009753924010310916,2
442,0.0,,unsupervised,73,invite,305,aircraft,0.5469407782455342,2
443,0.0106951871657754,,pathfinder,73,invite,305,aircraft,,2
444,0.8,0.48255217005217005,supervised,74,cosine,305,bicycle,0.4693230956962574,2
445,0.7407407407407407,,unsupervised,74,cosine,305,bicycle,0.20202020202020202,2
446,1.0,,pathfinder,74,cosine,305,bicycle,,2
447,0.4444444444444444,0.34636540834615437,supervised,74,invite,305,bicycle,0.09661339225301206,2
448,0.0,,unsupervised,74,invite,305,bicycle,0.2727272727272727,2
449,0.2222222222222222,,pathfinder,74,invite,305,bicycle,,2
450,0.6990291262135924,0.4373274037358584,supervised,75,cosine,305,drivetrain,0.7651252849540526,3
451,0.4491978609625668,,unsupervised,75,cosine,305,drivetrain,0.14444444444444446,3
452,0.8333333333333334,,pathfinder,75,cosine,305,drivetrain,,3
453,1.0,1.0,supervised,75,invite,305,drivetrain,0.0019409891738045482,3
454,0.9879518072289156,,unsupervised,75,invite,305,drivetrain,0.005555555555555556,3
455,0.8333333333333334,,pathfinder,75,invite,305,drivetrain,,3
456,0.34231952234485247,0.16314474707343427,supervised,76,cosine,305,aircraft,0.019849711139180454,3
457,0.34139299891735836,,unsupervised,76,cosine,305,aircraft,0.003776026851746501,3
458,0.2273381294964029,,pathfinder,76,cosine,305,aircraft,,3
459,0.21439132577624445,0.15893640695484743,supervised,76,invite,305,aircraft,0.015126372491022364,3
460,0.20932400932400932,,unsupervised,76,invite,305,aircraft,0.011640971669131868,3
461,0.2700534759358289,,pathfinder,76,invite,305,aircraft,,3
462,0.6923076923076923,0.4310058435716331,supervised,77,cosine,305,bicycle,0.6703236326172888,3
463,0.4878048780487805,,unsupervised,77,cosine,305,bicycle,0.17171717171717174,3
464,0.8888888888888888,,pathfinder,77,cosine,305,bicycle,,3
465,1.0,1.0000000000000002,supervised,77,invite,305,bicycle,0.1446266311737215,3
466,1.0,,unsupervised,77,invite,305,bicycle,0.0202020202020202,3
467,0.8888888888888888,,pathfinder,77,invite,305,bicycle,,3
468,0.6605504587155964,0.40618271568154696,supervised,78,cosine,305,drivetrain,0.855496656469817,4
469,0.35443037974683544,,unsupervised,78,cosine,305,drivetrain,0.15555555555555556,4
470,0.7222222222222222,,pathfinder,78,cosine,305,drivetrain,,4
471,1.0,1.0,supervised,78,invite,305,drivetrain,0.02847580772782182,4
472,1.0,,unsupervised,78,invite,305,drivetrain,0.005555555555555555,4
473,0.8888888888888888,,pathfinder,78,invite,305,drivetrain,,4
474,0.36394986404934015,0.23493175338064826,supervised,79,cosine,305,aircraft,0.0472455591261534,4
475,0.3526036261522496,,unsupervised,79,cosine,305,aircraft,0.0021689043122084424,4
476,0.206993006993007,,pathfinder,79,cosine,305,aircraft,,4
477,0.31396895787139695,0.2265411307638142,supervised,79,invite,305,aircraft,0.01595484331004502,4
478,0.3059322033898305,,unsupervised,79,invite,305,aircraft,0.012906758448060076,4
479,0.3155080213903743,,pathfinder,79,invite,305,aircraft,,4
480,0.6666666666666667,0.42191858794799975,supervised,80,cosine,305,bicycle,0.820946017631524,4
481,0.5806451612903225,,unsupervised,80,cosine,305,bicycle,0.7575757575757577,4
482,1.0,,pathfinder,80,cosine,305,bicycle,,4
483,1.0,1.0000000000000002,supervised,80,invite,305,bicycle,0.2700721546973319,4
484,1.0,,unsupervised,80,invite,305,bicycle,0.020202020202020204,4
485,0.8888888888888888,,pathfinder,80,invite,305,bicycle,,4
486,0.5793103448275861,0.35817246091850663,supervised,81,cosine,305,drivetrain,0.7977462379237131,5
487,0.30324909747292417,,unsupervised,81,cosine,305,drivetrain,0.13333333333333333,5
488,0.6111111111111112,,pathfinder,81,cosine,305,drivetrain,,5
489,1.0,1.0,supervised,81,invite,305,drivetrain,0.0588252323274819,5
490,1.0,,unsupervised,81,invite,305,drivetrain,0.008333333333333333,5
491,0.9444444444444444,,pathfinder,81,invite,305,drivetrain,,5
492,0.376027642082688,0.2585448286492365,supervised,82,cosine,305,aircraft,0.37234154758203314,5
493,0.29182588834716916,,unsupervised,82,cosine,305,aircraft,0.0013297872340425532,5
494,0.21095890410958903,,pathfinder,82,cosine,305,aircraft,,5
495,0.348458904109589,0.2684364421107931,supervised,82,invite,305,aircraft,0.020442534452695265,5
496,0.33237931692425116,,unsupervised,82,invite,305,aircraft,0.014030321993400843,5
497,0.3502673796791444,,pathfinder,82,invite,305,aircraft,,5
498,0.7200000000000001,0.44362609612609616,supervised,83,cosine,305,bicycle,0.9238539244308666,5
499,0.47619047619047616,,unsupervised,83,cosine,305,bicycle,0.7474747474747475,5
500,0.8888888888888888,,pathfinder,83,cosine,305,bicycle,,5
501,1.0,1.0000000000000002,supervised,83,invite,305,bicycle,0.2516892280923281,5
502,1.0,,unsupervised,83,invite,305,bicycle,0.020202020202020204,5
503,1.0,,pathfinder,83,invite,305,bicycle,,5
504,0.7157894736842104,0.45316543874122395,supervised,84,cosine,534,drivetrain,0.5063551387230885,2
505,0.6614173228346457,,unsupervised,84,cosine,534,drivetrain,0.11666666666666667,2
506,0.8333333333333334,,pathfinder,84,cosine,534,drivetrain,,2
507,0.24598930481283426,0.13030539786957426,supervised,84,invite,534,drivetrain,0.05877496513526856,2
508,0.0,,unsupervised,84,invite,534,drivetrain,0.3222222222222222,2
509,0.1111111111111111,,pathfinder,84,invite,534,drivetrain,,2
510,0.25411913814955644,0.09769799986970393,supervised,85,cosine,534,aircraft,0.2456518422202587,2
511,0.21538461538461537,,unsupervised,85,cosine,534,aircraft,0.006072932074183638,2
512,0.4192139737991266,,pathfinder,85,cosine,534,aircraft,,2
513,0.049393911484863724,0.02467119644961236,supervised,85,invite,534,aircraft,0.0010991167199411308,2
514,0.0,,unsupervised,85,invite,534,aircraft,0.5517977016725453,2
515,0.0053475935828877,,pathfinder,85,invite,534,aircraft,,2
516,0.8,0.48255217005217005,supervised,86,cosine,534,bicycle,0.37217501208393666,2
517,0.7407407407407407,,unsupervised,86,cosine,534,bicycle,0.18181818181818185,2
518,1.0,,pathfinder,86,cosine,534,bicycle,,2
519,0.5070422535211269,0.32925725955012675,supervised,86,invite,534,bicycle,0.10012175788944559,2
520,0.0,,unsupervised,86,invite,534,bicycle,0.3131313131313132,2
521,0.3333333333333333,,pathfinder,86,invite,534,bicycle,,2
522,0.6736842105263159,0.43576162492747894,supervised,87,cosine,534,drivetrain,0.8087139535339383,3
523,0.43979057591623033,,unsupervised,87,cosine,534,drivetrain,0.1361111111111111,3
524,0.8333333333333334,,pathfinder,87,cosine,534,drivetrain,,3
525,1.0,1.0,supervised,87,invite,534,drivetrain,0.0063199210219932345,3
526,1.0,,unsupervised,87,invite,534,drivetrain,0.005555555555555556,3
527,0.8333333333333334,,pathfinder,87,invite,534,drivetrain,,3
528,0.3752624805256384,0.20881450309702104,supervised,88,cosine,534,aircraft,0.014674181772093729,3
529,0.37242949963158956,,unsupervised,88,cosine,534,aircraft,0.0014222323358743885,3
530,0.2668500687757909,,pathfinder,88,cosine,534,aircraft,,3
531,0.2502838973427209,0.196258009570008,supervised,88,invite,534,aircraft,0.015819512565220264,3
532,0.2433795712484237,,unsupervised,88,invite,534,aircraft,0.010680964842416658,3
533,0.3181818181818182,,pathfinder,88,invite,534,aircraft,,3
534,0.7407407407407407,0.43340991524815053,supervised,89,cosine,534,bicycle,0.6826106996834572,3
535,0.4651162790697675,,unsupervised,89,cosine,534,bicycle,0.1414141414141414,3
536,0.8888888888888888,,pathfinder,89,cosine,534,bicycle,,3
537,1.0,1.0000000000000002,supervised,89,invite,534,bicycle,0.23134540146515928,3
538,1.0,,unsupervised,89,invite,534,bicycle,0.020202020202020204,3
539,1.0,,pathfinder,89,invite,534,bicycle,,3
540,0.6601941747572815,0.4201383520952263,supervised,90,cosine,534,drivetrain,0.8700201376821257,4
541,0.3010752688172043,,unsupervised,90,cosine,534,drivetrain,0.036111111111111115,4
542,0.8333333333333334,,pathfinder,90,cosine,534,drivetrain,,4
543,1.0,1.0,supervised,90,invite,534,drivetrain,0.06881605462690436,4
544,1.0,,unsupervised,90,invite,534,drivetrain,0.005555555555555555,4
545,0.8333333333333334,,pathfinder,90,invite,534,drivetrain,,4
546,0.35043312649751185,0.23952205491979853,supervised,91,cosine,534,aircraft,0.0967741935483871,4
547,0.3056259728708028,,unsupervised,91,cosine,534,aircraft,0.0005262259642735237,4
548,0.29071332436069985,,pathfinder,91,cosine,534,aircraft,,4
549,0.3664608643696474,0.29153681045639424,supervised,91,invite,534,aircraft,0.009334738264186149,4
550,0.3641272902603665,,unsupervised,91,invite,534,aircraft,0.007964501080896575,4
551,0.3743315508021391,,pathfinder,91,invite,534,aircraft,,4
552,0.6666666666666667,0.43018199121140294,supervised,92,cosine,534,bicycle,0.8342287616216919,4
553,0.5454545454545454,,unsupervised,92,cosine,534,bicycle,0.7272727272727274,4
554,1.0,,pathfinder,92,cosine,534,bicycle,,4
555,1.0,1.0000000000000002,supervised,92,invite,534,bicycle,0.2516641491968016,4
556,1.0,,unsupervised,92,invite,534,bicycle,0.0202020202020202,4
557,0.8888888888888888,,pathfinder,92,invite,534,bicycle,,4
558,0.5673758865248226,0.34908658169097107,supervised,93,cosine,534,drivetrain,0.8298045751554846,5
559,0.3054545454545454,,unsupervised,93,cosine,534,drivetrain,0.12499999999999999,5
560,0.6666666666666666,,pathfinder,93,cosine,534,drivetrain,,5
561,1.0,1.0,supervised,93,invite,534,drivetrain,0.1160134904203056,5
562,1.0,,unsupervised,93,invite,534,drivetrain,0.005555555555555556,5
563,0.8888888888888888,,pathfinder,93,invite,534,drivetrain,,5
564,0.3951901202469938,0.2740166230012304,supervised,94,cosine,534,aircraft,0.1725163898355886,5
565,0.32066039899105714,,unsupervised,94,cosine,534,aircraft,0.04235407896233928,5
566,0.2668463611859838,,pathfinder,94,cosine,534,aircraft,,5
567,0.4445697106350996,0.36600965446578393,supervised,94,invite,534,aircraft,0.004550467080397911,5
568,0.4428517540550736,,unsupervised,94,invite,534,aircraft,0.004629366253271134,5
569,0.35294117647058826,,pathfinder,94,invite,534,aircraft,,5
570,0.7407407407407407,0.46154053462876987,supervised,95,cosine,534,bicycle,0.9236047310041704,5
571,0.5,,unsupervised,95,cosine,534,bicycle,0.7575757575757577,5
572,0.8888888888888888,,pathfinder,95,cosine,534,bicycle,,5
573,1.0,1.0000000000000002,supervised,95,invite,534,bicycle,0.2467903129186758,5
574,1.0,,unsupervised,95,invite,534,bicycle,0.020202020202020204,5
575,1.0,,pathfinder,95,invite,534,bicycle,,5
576,0.6881720430107526,0.44536307874227105,supervised,96,cosine,934,drivetrain,0.502260157071732,2
577,0.60431654676259,,unsupervised,96,cosine,934,drivetrain,0.09999999999999999,2
578,0.8333333333333334,,pathfinder,96,cosine,934,drivetrain,,2
